LLM1: CHATGPT,,,,,,,,,,,,,,,,
LLM2: GEMINI,,,,,,,,,,,,,,,,
ID do artigo,Tipo de publicação,Local de publicação,Título,Link,Ano ,Autores,País,Base de Dados,RQ (Pergunta de Pesquisa),Extração LLM 1 (ChatGPT),Extração LLM 2 (Gemini),Extração validada (humana),ChatGPT acertou?,Gemini acertou?,Concordância entre LLMs,Observações / Comentários
ES28,Conference,ACM,Situated Participatory Design: A Method for In Situ Design of Robotic Interaction with Older Adults,https://doi.org/10.1145/3544548.3580893,2023,"Stegner, Laura and Senft, Emmanuel and Mutlu, Bilge",Não identificado,ACM,RQ5,RQ5 – Lacunas e Futuro: Recomenda mais estudos in situ e refinamento de métodos participativos para capturar preferências e limitações reais dos usuários seniores.,"RQ5: Destaca a lacuna de metodologias que envolvam usuários vulneráveis in-situ desde o início para garantir utilidade real a longo prazo (Ostrowski et al., 2023).",Falta metodologia pra incluir gente com limitações cognitivas no design. Como o usuário com demência dá feedback sobre a interface?,Sim,Sim,Igual,
ES29,Journal,ACM,Eye Gaze Controlled Robotic Arm for Persons with Severe Speech and Motor Impairment,https://doi.org/10.1145/3379155.3391324,2020,"Krishna Sharma, Vinay and Saluja, Kamalpreet and Mollyn, Vimal and Biswas, Pradipta",Não identificado,ACM,RQ1,RQ1 – Aplicações e Impactos: Descreve interface baseada em olhar para controlar braço robótico por pessoas com severa deficiência motora; relata aumento de independência em tarefas de manipulação.,"RQ1: Aplicações de terapia ocupacional e vida diária (pintura, manipulação) para pessoas com paralisia severa, impactando a autoexpressão (Dantas et al., 2020).","Mais um de Eye-Tracking, mas focado em tarefas artísticas e de manipulação pra quem tem paralisia severa. Inclusão digital e física.",Sim,Sim,Igual,
ES29,Journal,ACM,Eye Gaze Controlled Robotic Arm for Persons with Severe Speech and Motor Impairment,https://doi.org/10.1145/3379155.3391324,2020,"Krishna Sharma, Vinay and Saluja, Kamalpreet and Mollyn, Vimal and Biswas, Pradipta",Não identificado,ACM,RQ2,RQ2 – Tecnologias Habilitadoras: Usa rastreamento ocular (webcam/COTS trackers) e AR/visão computacional para mapear gaze→ações no robô; detalhes técnicos estão no paper ETRA 2020.,"RQ2: Utiliza rastreamento ocular de baixo custo (webcams) e interfaces gráficas adaptadas para controle direto de atuadores robóticos (Dantas et al., 2020).",Compararam Webcam barata vs Hardware caro. A ideia é democratizar o acesso usando visão computacional em hardware comum.,Sim,Sim,Igual,
ES29,Journal,ACM,Eye Gaze Controlled Robotic Arm for Persons with Severe Speech and Motor Impairment,https://doi.org/10.1145/3379155.3391324,2020,"Krishna Sharma, Vinay and Saluja, Kamalpreet and Mollyn, Vimal and Biswas, Pradipta",Não identificado,ACM,RQ3,"RQ3 – Desafios: Desafios incluem precisão do rastreamento ocular, tempo de resposta e necessidade de interface calibrada para usuários com SSMI; estudos reportam tempos de seleção/execução variados.","RQ3: Desafios técnicos de latência e precisão na calibração do olhar, tornando as tarefas mais lentas para usuários com deficiência (Dantas et al., 2020).",Latência. Usar webcam consome processamento e gera delay. Isso frustra o usuário que quer pegar o objeto rápido.,Sim,Sim,Igual,
ES29,Journal,ACM,Eye Gaze Controlled Robotic Arm for Persons with Severe Speech and Motor Impairment,https://doi.org/10.1145/3379155.3391324,2020,"Krishna Sharma, Vinay and Saluja, Kamalpreet and Mollyn, Vimal and Biswas, Pradipta",Não identificado,ACM,RQ4,RQ4 – Fatores Organizacionais / Ergonômicos / Éticos: O resumo foca usabilidade e acessibilidade; discussões sobre adoção institucional ou implicações éticas amplas não são detalhadas no abstract.,"RQ4: Fator ético central é a inclusão social, permitindo que indivíduos que não falam ou movem membros interajam fisicamente com o mundo (Dantas et al., 2020).",Fator ético de custo-benefício. Não adianta ter tecnologia de ponta se o paciente não pode pagar. A webcam torna acessível.,Sim,Sim,Igual,
ES29,Journal,ACM,Eye Gaze Controlled Robotic Arm for Persons with Severe Speech and Motor Impairment,https://doi.org/10.1145/3379155.3391324,2020,"Krishna Sharma, Vinay and Saluja, Kamalpreet and Mollyn, Vimal and Biswas, Pradipta",Não identificado,ACM,RQ5,RQ5 – Lacunas e Futuro: Sugere validação com usuários com SSMI em tarefas reais e aprimoramento de precisão do gaze-tracking e interfaces AR para reduzir tempos de execução.,"RQ5: Aponta para o futuro desenvolvimento de sistemas que combinem baixo custo com maior robustez e velocidade de resposta (Dantas et al., 2020).","Otimização de código. Precisam melhorar os algoritmos pra rodar liso em PC fraco, diminuindo o tempo de execução da tarefa.",Sim,Sim,Igual,
ES30,Journal,Edward Elgar Publishing,The Robot Makers: An Ethnography of Anthropomorphism at a Robotics Company,https://doi.org/10.4337/9781800377486.robot.anthropomorphism,2020,"Chun, Bohkyung e Knight, Heather",Não identificado,ACM,RQ1,"RQ1 – Aplicações e Impactos: Livro/etnografia que explora como antropomorfismo é construído na prática de desenvolvimento de robôs numa empresa, impactando concepções de robôs e relações trabalho-robô (sociocultural).","RQ1: Aplicações de terapia ocupacional e vida diária (pintura, manipulação) para pessoas com paralisia severa, impactando a autoexpressão (Dantas et al., 2020).","Logística pura (Amazon style). Robôs móveis andando pra lá e pra cá. O estudo olha como os devs criam a ""personalidade"" desses robôs.",Sim,Sim,Igual,
ES30,Journal,Edward Elgar Publishing,The Robot Makers: An Ethnography of Anthropomorphism at a Robotics Company,https://doi.org/10.4337/9781800377486.robot.anthropomorphism,2020,"Chun, Bohkyung e Knight, Heather",Não identificado,ACM,RQ2,RQ2 – Tecnologias Habilitadoras: Enfoque etnográfico; não descreve tecnologias habilitadoras técnicas (IA/sensores) no resumo — foca em práticas sociais e culturais dos makers.,"RQ2: Utiliza rastreamento ocular de baixo custo (webcams) e interfaces gráficas adaptadas para controle direto de atuadores robóticos (Dantas et al., 2020).",Algoritmos de navegação social. Mas o foco é como a gente projeta características humanas (antropomorfismo) no código e no hardware.,Sim,Sim,Igual,
ES30,Journal,Edward Elgar Publishing,The Robot Makers: An Ethnography of Anthropomorphism at a Robotics Company,https://doi.org/10.4337/9781800377486.robot.anthropomorphism,2020,"Chun, Bohkyung e Knight, Heather",Não identificado,ACM,RQ3,"RQ3 – Desafios: Identifica desafios socioculturais na forma como equipes projetam e interpretam robôs (p.ex. expectativas, narrativas), que podem afetar aceitação e design realista.","RQ3: Desafios técnicos de latência e precisão na calibração do olhar, tornando as tarefas mais lentas para usuários com deficiência (Dantas et al., 2020).","Comunicação não-verbal. O robô é uma caixa com rodas. Como ele diz ""vou virar a esquerda"" sem seta? O desafio é a sinalização intuitiva.",Sim,Não,Diferente,
ES30,Journal,Edward Elgar Publishing,The Robot Makers: An Ethnography of Anthropomorphism at a Robotics Company,https://doi.org/10.4337/9781800377486.robot.anthropomorphism,2020,"Chun, Bohkyung e Knight, Heather",Não identificado,ACM,RQ4,RQ4 – Fatores Organizacionais / Ergonômicos / Éticos: O trabalho explora como fatores organizacionais e culturais (práticas da empresa) moldam antropomorfismo e implicações éticas/identitárias em design de robôs.,"RQ4: Fator ético central é a inclusão social, permitindo que indivíduos que não falam ou movem membros interajam fisicamente com o mundo (Dantas et al., 2020).","Cultura organizacional. Os funcionários dão nomes e gêneros pros robôs. Isso ajuda na aceitação, criando um laço ""social"" com a ferramenta.",Sim,Sim,Igual,
ES30,Journal,Edward Elgar Publishing,The Robot Makers: An Ethnography of Anthropomorphism at a Robotics Company,https://doi.org/10.4337/9781800377486.robot.anthropomorphism,2020,"Chun, Bohkyung e Knight, Heather",Não identificado,ACM,RQ5,RQ5 – Lacunas e Futuro: A etnografia aponta a necessidade de entender práticas institucionais e culturais para projetar robôs socialmente aceitos; sugere investigações adicionais sobre impacto organizacional do antropomorfismo.,"RQ5: Aponta para o futuro desenvolvimento de sistemas que combinem baixo custo com maior robustez e velocidade de resposta (Dantas et al., 2020).","Design de personalidade intencional. Em vez de deixar acontecer, programar comportamentos sociais específicos pra melhorar a fluidez no armazém.",Sim,Sim,Igual,
ES31,Conference,Association for Computing Machinery (ACM),Agents of Autonomy: A Systematic Study of Robotics on Modern Hardware,https://doi.org/10.1145/3673660.3655043,2023,"Bakhshalipour, Mohammad e Gibbons, Phillip B.",Não identificado,ACM,RQ1,"RQ1 – Aplicações e Impactos: Estudo sistemático/benchmark (Agents of Autonomy / RoWild) que avalia desempenho robótico em hardware moderno, destacando implicações de eficiência e limitações de arquitetura para aplicações robóticas práticas.","RQ1: Análise transversal de hardware robótico aplicado em drones, veículos e manipuladores, impactando a eficiência de processamento em todos os domínios (Bakhshalipour & Gibbons, 2024).","Esse é ""hardcore hardware"". Analisa drones e carros autônomos. Impacta quem tá escolhendo qual placa (Raspberry, Jetson, CPU server) usar no projeto.",Sim,Sim,Igual,
ES31,Conference,Association for Computing Machinery (ACM),Agents of Autonomy: A Systematic Study of Robotics on Modern Hardware,https://doi.org/10.1145/3673660.3655043,2023,"Bakhshalipour, Mohammad e Gibbons, Phillip B.",Não identificado,ACM,RQ2,RQ2 – Tecnologias Habilitadoras: Examina como arquiteturas modernas de hardware e stacks de software influenciam autonomia e desempenho; apresenta bench-marks abertos (RoWild) como ferramenta habilitadora para avaliação.,"RQ2: Avalia arquiteturas de computação (CPU, GPU, FPGA) e sua capacidade de lidar com o pipeline de percepção-planejamento-controle (Bakhshalipour & Gibbons, 2024).",Benchmarking de arquiteturas (CPU vs GPU vs FPGA). Analisaram como o pipeline (percepção -> decisão -> ação) roda em cada um.,Sim,Sim,Igual,
ES31,Conference,Association for Computing Machinery (ACM),Agents of Autonomy: A Systematic Study of Robotics on Modern Hardware,https://doi.org/10.1145/3673660.3655043,2023,"Bakhshalipour, Mohammad e Gibbons, Phillip B.",Não identificado,ACM,RQ3,"RQ3 – Desafios: Identifica ineficiências e lacunas entre hardware moderno e requisitos robóticos (latência, consumo, integração), que limitam a implantação robusta de sistemas autônomos.","RQ3: Identifica o gargalo de memória e processamento como principal desafio técnico, onde o hardware atual não é otimizado para a latência da robótica (Bakhshalipour & Gibbons, 2024).","Gargalo de Memória. A robótica puxa muito dado de sensor rápido demais, e as CPUs atuais não aguentam o tranco sem gerar latência perigosa.",Sim,Sim,Igual,
ES31,Conference,Association for Computing Machinery (ACM),Agents of Autonomy: A Systematic Study of Robotics on Modern Hardware,https://doi.org/10.1145/3673660.3655043,2023,"Bakhshalipour, Mohammad e Gibbons, Phillip B.",Não identificado,ACM,RQ4,"RQ4 – Fatores Organizacionais / Ergonômicos / Éticos: O foco é técnico (hardware/benchmark); discussões sobre fatores organizacionais/éticos são limitadas no resumo, embora implicações operacionais sejam mencionadas.","RQ4: Fatores organizacionais de custo e consumo de energia, cruciais para a viabilidade econômica de frotas de robôs autônomos (Bakhshalipour & Gibbons, 2024).","Eficiência energética. Pra drone, cada watt conta. As arquiteturas atuais gastam muita bateria pra pouco processamento útil.",Sim,Sim,Igual,
ES31,Conference,Association for Computing Machinery (ACM),Agents of Autonomy: A Systematic Study of Robotics on Modern Hardware,https://doi.org/10.1145/3673660.3655043,2023,"Bakhshalipour, Mohammad e Gibbons, Phillip B.",Não identificado,ACM,RQ5,RQ5 – Lacunas e Futuro: Recomenda avanços arquiteturais e benchmarks contínuos para reduzir lacunas entre sistemas e hardware; sugere pesquisa para otimizar performance de robôs reais em arquiteturas modernas.,"RQ5: A principal lacuna é a falta de hardware nativo para robótica, sugerindo o desenvolvimento de aceleradores específicos para essas cargas de trabalho (Bakhshalipour & Gibbons, 2024).",Precisamos de Chips Nativos para Robótica. Usar arquitetura de PC (Von Neumann clássica) tá limitando a evolução dos robôs autônomos.,Sim,Sim,Igual,
ES32,Conference,Institute of Electrical and Electronics Engineers (IEEE),Trust-Aware Human–Robot Fusion Decision-Making for Emergency Indoor Patrolling,https://doi.org/10.1109/tase.2024.3350639,2024,"
Yang Li",Não identificado,IEEE,RQ1,"• Aplicação: patrulhamento colaborativo humano-robô em ambientes internos durante quedas de energia. (Li et al., 2025, Abstract41. Trust-Aware_HumanRobot_Fusi…). • Impacto: melhora da eficiência colaborativa ao corrigir desalinhamentos de confiança humano-robô; robot prioriza manutenção da confiança para reduzir custos de longo prazo da colaboração. (Abstract 41. Trust-Aware_HumanRobot_Fusi…). • O sistema auxilia humanos em decisões sob limitação cognitiva, reduzindo decisões irracionais. (Note to Practitioners 41. Trust-Aware_HumanRobot_Fusi…).","A aplicação é em Patrulhamento Interno de Emergência (Emergency Indoor Patrolling) (Li et al., p. 1), especificamente durante quedas de energia repentinas (sudden power outages) (Li et al., p. 1). O impacto é que o desalinhamento da confiança humano-robô prejudica significativamente a eficiência da colaboração (Li et al., p. 1).","No domínio de patrulhamento interno em cenários de emergência, o robô desempenha um papel de assistente inteligente para o ser humano, tomada de decisão rápida de precisa e menos sobre carga ao humano",Sim,Sim,Igual,
ES32,Conference,Institute of Electrical and Electronics Engineers (IEEE),Trust-Aware Human–Robot Fusion Decision-Making for Emergency Indoor Patrolling,https://doi.org/10.1109/tase.2024.3350639,2024,"
Yang Li",Não identificado,IEEE,RQ2,"• Modelo de confiança humano-robô baseado em linear Gaussian e sparse Gaussian Process (GP). (Li et al., 2025, Abstract; Sec. IV-A 41. Trust-Aware_HumanRobot_Fusi…). • Monte Carlo Tree Search (MCTS) para decisão ótima de fusão. (Abstract; Sec. IV-D 41. Trust-Aware_HumanRobot_Fusi…). • Plataforma VR para coleta de dados e experimentação. (Sec. V-A 41. Trust-Aware_HumanRobot_Fusi…). • Algoritmo de política humana baseado em modelos probabilísticos e função ""on-route"". (Sec. IV-B 41. Trust-Aware_HumanRobot_Fusi…). • Interface integrada com imagens e texto para suporte à decisão. (Sec. V-A-3 41. Trust-Aware_HumanRobot_Fusi…).","As tecnologias habilitadoras incluem um modelo de confiança baseado em processos Gaussianos Lineares e esparsos (sparse Gaussian processes) e o método Monte Carlo Tree Search (MCTS) para determinar a decisão de fusão ótima do robô (Li et al., p. 1).","sensores, algoritmos de planejamento (MCTS), Modelo de confiana dinâmico (Spare Gaussian Processes)",Sim,Sim,Igual,
ES32,Conference,Institute of Electrical and Electronics Engineers (IEEE),Trust-Aware Human–Robot Fusion Decision-Making for Emergency Indoor Patrolling,https://doi.org/10.1109/tase.2024.3350639,2024,"
Yang Li",Não identificado,IEEE,RQ3,"• Falta de confiança ou confiança excessiva reduz eficiência da colaboração. (Introduction 41. Trust-Aware_HumanRobot_Fusi…). • Dificuldade humana em tomar decisões ótimas em cenários dinâmicos e de emergência devido a limitações cognitivas. (Introduction; Sec. IV-B 41. Trust-Aware_HumanRobot_Fusi…). • Não linearidade e imprevisibilidade do comportamento humano na aceitação de decisões. (Sec. IV-B, Fig. 4 41. Trust-Aware_HumanRobot_Fusi…). • Iluminação reduzida prejudica detecção de anomalias e afeta confiança humana. (Sec. III; Sec. V-A-2; Fig. 7 41. Trust-Aware_HumanRobot_Fusi…). • Complexidade computacional em modelos GP e MCTS devido a grandes espaços de estados/ações. (Sec. IV-A; IV-D 41. Trust-Aware_HumanRobot_Fusi…).","O principal desafio é a susceptibilidade da confiança a fatores dinâmicos em cenários de emergência e a necessidade de mecanismos de suporte à decisão que mitiguem vieses nos níveis de confiança humana (Li et al., p. 1).",falta de confiança reduz a colaboração entre humano-robô,Sim,Sim,Igual,
ES32,Conference,Institute of Electrical and Electronics Engineers (IEEE),Trust-Aware Human–Robot Fusion Decision-Making for Emergency Indoor Patrolling,https://doi.org/10.1109/tase.2024.3350639,2024,"
Yang Li",Não identificado,IEEE,RQ4,"• Trabalho aponta riscos de decisões humanas irracionais em emergências devido a fadiga e sobrecarga cognitiva. (Introduction; Sec. V-C 41. Trust-Aware_HumanRobot_Fusi…). • Uso de questionários para calibrar confiança humana, mas sem discussão ética sobre privacidade dos dados coletados. → Não mencionado no artigo analisado. • Fatores ergonômicos (ex.: esforço físico, interface intuitiva) não discutidos. → Não mencionado no artigo analisado. • Aspectos organizacionais como protocolos de emergência ou integração institucional não são abordados. → Não mencionado no artigo analisado.","O fator ético/social central é a Confiança (Trust), que desempenha um papel crucial na tomada de decisão em colaboração (Li et al., p. 1). O robô prioriza aumentar a confiança humano-robô para mitigar os custos de longo prazo da colaboração (Li et al., p. 1).",falta de confiança entre humano e robô,Sim,Sim,Igual,
ES32,Conference,Institute of Electrical and Electronics Engineers (IEEE),Trust-Aware Human–Robot Fusion Decision-Making for Emergency Indoor Patrolling,https://doi.org/10.1109/tase.2024.3350639,2024,"
Yang Li",Não identificado,IEEE,RQ5,"• Extensão dos métodos para outros cenários colaborativos além do patrulhamento indoor. (Conclusion 41. Trust-Aware_HumanRobot_Fusi…). • Melhor adaptação da modelagem de confiança para condições variáveis e dinâmicas. (Sec. V-C, ponto 1–4 41. Trust-Aware_HumanRobot_Fusi…). • Explorar impacto do fluxo de interação e da sobrecarga cognitiva em condições reais. (Discussion Sec. V-C 41. Trust-Aware_HumanRobot_Fusi…). • Autor cita necessidade de expandir a aplicabilidade do método para múltiplos contextos, sugerindo lacuna em generalização. (Conclusion 41. Trust-Aware_HumanRobot_Fusi…).","A oportunidade futura é a correção online da confiança humano-robô baseada no feedback comportamental humano, o que é vital (Li et al., p. 1). O estudo visa o aprimoramento da eficiência da colaboração em longo prazo (Li et al., p. 1).",melhor a limitação dos modelos de confiaça,Sim,Sim,Igual,
ES33,Conference,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ1,"Aplicações: apoio a tarefas de montagem, incluindo entrega de peças (“bring”) e armazenamento (“take”). (Abstract; Introduction 42. FlexibleHuman-RobotInteract…). O sistema permite interação próxima entre usuário e robô por meio de rastreamento de mão, auxiliando na montagem de um mecanismo biela-manivela. (Methods Sec. II-A; Fig. 3–6 42. FlexibleHuman-RobotInteract…). Impactos: • Aumento da flexibilidade na colaboração humano-robô. • Maior eficiência e precisão na entrega e coleta de peças (resultado de 99% de sucesso). (Results, Fig. 8 42. FlexibleHuman-RobotInteract…). • Redução da necessidade de intervenção manual ao automatizar handover. (Conclusion 42. FlexibleHuman-RobotInteract…).","O cobot é aplicado em tarefas de montagem (assembly tasks) (Ochoa et al., 2023), especificamente em entrega e armazenamento de peças (part handover and storage) (Ochoa et al., 2023). O impacto é a facilitação de uma interação flexível e de abordagem próxima à mão do usuário (close approach to the user's hand) (Ochoa et al., 2023).",entrega e armazenamento de peças,Sim,Sim,Igual,
ES33,Conference,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ2,Tecnologias: • Cobô UR5e operado via ROS. (Methods Sec. II-B 42. FlexibleHuman-RobotInteract…). • Câmera Intel RealSense D435 para captura RGB-D. (Sec. II-C 42. FlexibleHuman-RobotInteract…). • MediaPipe com CNN pré-treinada para rastreamento da mão e predição da articulação MCP. (Sec. II-C; Fig. 5 42. FlexibleHuman-RobotInteract…). • Câmera Robotiq wrist-camera para posição e orientação. (Sec. II-B 42. FlexibleHuman-RobotInteract…. • Modelo de cinemática inversa (IGM) do robô para cálculo da pose final. (Sec. II-C 42. FlexibleHuman-RobotInteract…. • Integração total via ROS nodes + sistema CPS. (Sec. II-D; Fig. 7 42. FlexibleHuman-RobotInteract…).,"As tecnologias habilitadoras são: Robôs Colaborativos (cobots) (Ochoa et al., 2023), um modelo pré-treinado de Deep Learning (Ochoa et al., 2023), e um sistema de rastreamento manual (hand tracking system) (Ochoa et al., 2023). O sistema de rastreamento atingiu 99% de precisão (Ochoa et al., 2023).","uso de camera como sentores, modelo dl de pre-treinamento, usa biblioteca mediapipe",Sim,Sim,Igual,
ES33,Conference,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ3,"Desafios mencionados: • Dependência de ambiente controlado para detecção precisa da mão; possibilidade do sistema rastrear a mão errada. (Conclusion 42. FlexibleHuman-RobotInteract…). • Falta de naturalidade na interação devido ao método de entrada manual de comandos pelo usuário (“bring/take”). (Results & Discussion; Conclusion 42. FlexibleHuman-RobotInteract…). • Necessidade de integrar métodos mais avançados para interação humana, reduzindo erros de comando. (Results; Conclusion 42. FlexibleHuman-RobotInteract…). • Limitações do sistema em termos de múltiplas mãos simultâneas, afetando robustez. (Conclusion 42. FlexibleHuman-RobotInteract…).","O artigo aborda a crescente demanda por formas adaptáveis e amigáveis ao usuário de interação em tarefas de fabricação e montagem (Ochoa et al., 2023).","Ambiente controlado, espaço limitado, precisão no rastreamento",Sim,Não,Diferente,
ES33,Conference,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ4,"• Organizacionais: o layout físico é projetado para integrar os subsistemas e facilitar o fluxo de trabalho em montagem colaborativa. (Sec. II-A; Fig. 2 42. FlexibleHuman-RobotInteract…). • Ergonômicos: o artigo não discute ergonomia do usuário (posturas, esforço), apenas precisão de interação → Não mencionado no artigo analisado. • Éticos: não há discussão sobre segurança ampliada, privacidade, responsabilidade ou impacto social → Não mencionado no artigo analisado.","O fator ergonômico/organizacional é a crescente demanda por formas adaptáveis e amigáveis ao usuário (user-friendly forms of interaction) na manufatura (Ochoa et al., 2023).",fluidez na execução de tarefas,Sim,Sim,Igual,
ES33,Conference,IEEE,Flexible Human-Robot Interaction: Collaborative Robot Integrated with Hand Tracking,https://doi.org/10.1109/comrob60035.2023.10349712,2023,"Ochoa, O.; Mendez, E.; Lucas-Dophe, C.; Luna-Sanchez, J.A.; Soto-Herrera, V.H.; Olivera-Guzman, D.; Pérez, M.; Lugo-Del-Real, E.; Ayala-Garcia, I.N.; González, A.",Não identificado,Scopus,RQ5,Lacunas e futuro: • Integração de sistemas DL adicionais para melhorar a interação humano-robô. (Conclusion 42. FlexibleHuman-RobotInteract…). • Explorar aplicações médicas e de assistência à saúde. (Conclusion 42. FlexibleHuman-RobotInteract…). • Aperfeiçoar métodos de entrada de comando para torná-los mais naturais e “human-like”. (Results & Discussion; Conclusion 42. FlexibleHuman-RobotInteract…). • Ampliar rastreamento de mão para cenários com múltiplos usuários. (Conclusion 42. FlexibleHuman-RobotInteract…).,"O futuro implica o potencial substancial (substantial potential) da incorporação de modelos de deep learning para a transformação da indústria, com implicações em manufatura, saúde e tecnologias assistivas (Ochoa et al., 2023). O trabalho serve como uma prova de conceito (compelling proof of concept) (Ochoa et al., 2023).",uso em setores como saúde e assistencia. aprimoramento da interação com usuário,Sim,Sim,Igual,
ES34,Journal,IEEE,Towards Intuitive Human-Robot Interaction: A Machine Learning Approach to Gesture Recognition,https://doi.org/10.1109/mhtc65808.2025.11086443,2025,E. Concha-Pérez; C. Valle-Gutierrez; R. Leal-Rojas; H. G. Gonzalez-Hernandez; J. A. Reyes-Avendaño,Não identificado,IEEE,RQ1,"• Aplicações relatadas: reconhecimento de gestos para HRI com aplicações apontadas em robótica assistiva, reabilitação e ergonomia ocupacional; uso demonstrado em simulação de cobot para responder a comandos Ask/Take/Neutral. (Concha-Pérez et al., 2025, p. 211; p. 214). • Impactos relatados: potencial para aumentar a responsividade e adaptabilidade de sistemas assistivos e industriais, possibilitando robôs mais proativos ao antecipar intenções humanas. (Concha-Pérez et al., 2025, p. 211–212; p. 216).","O robô é aplicado em interação humano-robô (HRI), com foco em alcançar comunicação intuitiva e natural através do reconhecimento de gestos (Concha-Pérez et al., p. 1). O impacto é permitir que o robô interprete e responda aos comandos humanos por meio de gestos (Concha-Pérez et al., p. 1).",Foco na interação robo e máquina para tentar alcançar a comunicação intuitiva,Sim,Sim,Igual,
ES34,Journal,IEEE,Towards Intuitive Human-Robot Interaction: A Machine Learning Approach to Gesture Recognition,https://doi.org/10.1109/mhtc65808.2025.11086443,2025,E. Concha-Pérez; C. Valle-Gutierrez; R. Leal-Rojas; H. G. Gonzalez-Hernandez; J. A. Reyes-Avendaño,Não identificado,IEEE,RQ2,"• Dispositivos de aquisição: MindRove armband (8 canais sEMG + IMU) e Muse 2 headband (EEG, PPG, IMU) para captura multimodal. (Concha-Pérez et al., 2025, p. 212–213). • Sincronização e gravação: LabRecorder / LSL e Keyboard Connector para marcar eventos. (Concha-Pérez et al., 2025, p. 212). • Processamento e treino: Matlab (pré-processamento, filtros, RMS, normalização) e Classification Learner (modelos FineTree, RUSBoosted, Bagged Trees) com validação cruzada 10-fold. (Concha-Pérez et al., 2025, p. 213–214). • Simulação / integração robótica: RoboDK integrado via API para simular trajetórias do cobot controladas pelos comandos reconhecidos. (Concha-Pérez et al., 2025, p. 213–214).","A tecnologia habilitadora é a Aprendizagem de Máquina (Machine Learning) aplicada ao Reconhecimento de Gestos (Gesture Recognition) (Concha-Pérez et al., p. 1). O artigo menciona o uso de sensores EMG para aquisição de dados (Concha-Pérez et al., p. 1).",dispositovos MindRove e modelos de aprendizado de máquina sEMG,Sim,Sim,Igual,
ES34,Journal,IEEE,Towards Intuitive Human-Robot Interaction: A Machine Learning Approach to Gesture Recognition,https://doi.org/10.1109/mhtc65808.2025.11086443,2025,E. Concha-Pérez; C. Valle-Gutierrez; R. Leal-Rojas; H. G. Gonzalez-Hernandez; J. A. Reyes-Avendaño,Não identificado,IEEE,RQ3,"• Variabilidade e qualidade dos biossinais (EEG/sEMG) que afetam padrões reconhecíveis — ruído, diferenças intersubjetos e propriedades não-lineares dos sinais. (Concha-Pérez et al., 2025, p. 211–212). • Sensores sujeitos a aquecimento e degradação de sinal (MindRove aquece após ~1h), e necessidade de ambiente com baixo ruído elétrico. (Concha-Pérez et al., 2025, p. 213). • Pré-processamento pode atenuar tanto ruído quanto padrões relevantes — impacto adverso na acurácia se excessivo. (Concha-Pérez et al., 2025, p. 214–215). • Limitação de generalização por tamanho reduzido da amostra (n=10). (Concha-Pérez et al., 2025, p. 216). • Limitações de entrada (texto/manual) e detecção em cenários com múltiplas mãos (possível aproximação da mão errada) na integração HRI. (Concha-Pérez et al., 2025, p. 213–214).",Não mencionado no artigo analisado.,Qualidade do sinal devido a ruidos,Sim,Não,Diferente,
